"course_id","hp","descr"
"913G02",7.5,"Introduktion till specialpedagogik. del 2"
"TFFY90",5.0,"VLSI-konstruktion"
"TPPE37",6.0,"Produktionsstyrning"
"TPPE35",6.0,"Produktionsekonomiskt projekt"
"TFFY94",1.5,"Utvärdering av IC-krets"
"TPPE33",6.0,"Portföljförvaltning"
"TPPE30",6.0,"Produktionssimulering"
"THTY25",6.0,"Kommunikativ tyska"
"743A25",7.5,"Theories of Science"
"743A24",7.5,"Research Ethics"
"743A27",7.5,"Thesis Design"
"743A21",15.0,"Technopolitics"
"743A20",7.5,"STS Today"
"743A23",7.5,"Technology and Social Change/Global Change"
"799G36",7.5,"Utställningsgestaltning i praktiken"
"799G34",7.5,"Kostymdesign och scenisk gestaltning"
"799G31",7.5,"Erasmus Language Course for Exchange students (EILC)"
"799G30",7.5,"Intensive Beginner´s course in Swedish for Exchange Students"
"9NA105",15.0,"Universum och människan - tro och vetande"
"9NA104",15.0,"Människan under stjärnorna - tro. vetenskap och hållbar utveckling"
"9NA106",15.0,"Den lärande människan"
"9NA101",15.0,"Leva i världen - om barns och ungdomars uppväxtvillkor"
"8ATG52",15.0,"Examensarbete i arbetsterapi"
"9NA103",15.0,"Den lärande människan"
"9NA102",15.0,"Kultur och kommunikation - avsikter och tolkningar"
"725G30",7.5,"Objektorienterad systemutveckling"
"9TY331",15.0,"Tyska  (31-45 hp)"
"9NB101",15.0,"Leva i världen - om barns och ungdomars uppväxtvillkor"
"9NB102",15.0,"Kultur och kommunikation - avsikter och tolkningar"
"TXP001",4.5,"Kvalitet och Ekonomi"
"9NB105",7.5,"Universum och människan"
"9NB106",7.5,"Kultur och kommuniktaion - avsikter och tolkningar"
"TFYA43",6.0,"Nanoteknologi"
"LXCA10",7.5,"Dans. rytm och rörelsekommunikation"
"LXCA13",7.5,"Utomhuspedagogik. inr.mot barns och ungsomars fritid och f"
"LXCA19",7.5,"Utomhuspedagogik med estetisk inriktning"
"HFRAA1",15.0,"Franska som fackspråk I. med affärsjuridisk inriktning"
"HFRAA2",15.0,"Franska som fackspråk II. med affärsjuridisk inriktning"
"HFRAA3",15.0,"Fransk kommunikation för affärsjurister I"
"HFRAA4",15.0,"Fransk kommunikation för affärsjurister II"
"HFRAA5",7.5,"Frankrike som affärsland"
"9BI312",15.0,"Inriktning Biologi. Cellbiologi och genetik (1-15 hp)"
"TMER07",7.5,"Kognitiv ergonomi och människa-maskin-system"
"TMER05",7.5,"Ergonomi - metodkurs"
"TMER03",7.5,"Belastningsergonomi och fysiska miljöfaktorer"
"HFÖA79",7.5,"Organisationsteori"
"HFÖA76",15.0,"Företagandets externa och interna förutsättningar"
"HFÖA77",7.5,"Externredovisning"
"LPNC01",15.0,"Biologi 5L. Zoologi"
"HFÖA72",7.5,"Organisationsteori I"
"HFÖA73",7.5,"Marknadsföring"
"TMER09",7.5,"Organisation och förändringsarbete"
"TMTS44",4.0,"Design och dokumentationsverktyg III"
"TMTS45",12.0,"Projektkurs - möbeldesign V"
"TMTS46",4.0,"Design och hantverkskonst V"
"TMTS47",8.0,"Praktikkurs"
"TMTS40",6.0,"Konstnärligt uttryck i trä"
"TMTS41",8.0,"Designverktyg form"
"TMTS43",4.0,"Design och hantverkskonst III"
"TMTS48",6.0,"Trä- och materialkunskap"
"TMTS49",18.0,"Föremålsvård - tillämpning och teori"
"HFRAN1",30.0,"Franska. nybörjarkurs"
"ETE201",15.0,"SWETECH - Area Studies. påbyggnadskurs"
"LIFRB1",15.0,"Franska (21-30)"
"LIFRB2",15.0,"Franska (31-40)"
"TMIA21",9.0,"Människa. teknik och organisation"
"TMIA20",7.5,"Människa. teknik och organisation"
"HFÖC12",15.0,"Företagsfinansiering och företagsvärdering"
"HFÖC13",7.5,"Marknadsföring och distribution"
"HFÖC10",30.0,"Företagsekonomi 3. inriktning mot redovisning"
"HFÖC11",30.0,"Företagsekonomi 3. inriktning mot logistik"
"HNAAA3",7.5,"Finansiell ekonomi"
"HNAAA2",7.5,"Organisationens finansiella omgivningar"
"92TY11",27.5,"Tyska (1-27.5hp)"
"LAPAB4",15.0,"Utbildningens uppdrag i samhället - idéer och verklighet med perspektiv på vuxnas lärande"
"LAPAB5",15.0,"Skolans uppdrag i samhället - idéer och verklighet"
"LAPAB1",15.0,"Kunskapskulturer. identitet och lärande"
"LAPAB2",15.0,"Skolans uppdrag i samhället - idéer och verklighet"
"LAPAB3",15.0,"Läraren och undervisningen"
"ETE034",3.0,"Medicinteknisk säkerhet"
"TSBB12",6.0,"Datorseende teori"
"THFR25",4.5,"Kommunikativ franska"
"THFR26",6.0,"Kommunikativ franska"
"TSBB11",12.0,"Bilder och grafik. projektkurs. CDIO"
"THFR20",3.0,"Franska Ii. III"
"HENA81",7.5,"Affärsengelska"
"TSBB14",6.0,"Signal- och bildbehandling"
"92GE17",15.0,"Geografi (1-15hp)"
"NKED80",6.0,"Kombinatorisk proteinteknik"
"HRVD71",7.5,"Identitet och pluralism II"
"HRVD70",7.5,"Identitet och pluralism I"
"NBID34",6.0,"Primate Ethology"
"HOVD01",30.0,"Ledning av hälso- och välfärdsorganisationer 4"
"712G02",30.0,"Franska 2. fortsättningskurs"
"FSV030",30.0,"Nusvenska 2"
"NBID36",6.0,"Gene Expression Analysis"
"LLPC16",15.0,"Geografi 3B"
"LLPC15",15.0,"Geografi  3A"
"LLPC12",15.0,"Franska för lärare"
"LLPC11",15.0,"Franska för lärare ( 41-50)"
"NBID30",6.0,"Advancements in Ecology and the Environment - Part I"
"LLPC19",15.0,"Historia 31"
"NBID32",6.0,"Bevarandebiologi. in situ"
"719A57",15.0,"Kristendomens historia. uppsats"
"9HI341",15.0,"Historia (46-60 hp)"
"TMTS32",6.0,"Stilhistoria I"
"HSOAA2",30.0,"Juridik i socialt arbete"
"HSOAA3",30.0,"Examensarbete inom socialt arbete"
"HSOAA1",7.5,"Allmän rättslära och kommunalrätt"
"TNMK09",7.5,"Datornät"
"722A11",15.0,"Finansiell riskhantering - portföljvalsteori samt derivatinstrument"
"722A10",15.0,"Magisteruppsats"
"722A13",15.0,"Projects. People and Processes"
"722A12",15.0,"Redovisning. fördjupning"
"722A15",15.0,"Företagsfinansiering och företagsvärdering"
"722A14",15.0,"Ekonomisk styrning"
"722A17",7.5,"HR ur ett företagsperspektiv Strategi och HRM"
"722A16",15.0,"Företagande i kunskaps- och förändringsperspektiv"
"722A19",15.0,"Independent Study in an Organisation/Independent Study"
"722A18",15.0,"Strategy - Classic and Contemporary Views"
"NBID39",6.0,"Advancements in Ecology and the Environment - Part II"
"TSDT78",7.5,"Signaler och system"
"TSDT79",7.5,"Elektronik och mätteknik"
"HKDA50",7.5,"Kulturpedagogik 1b"
"LYAA11",9.0,"Examensarbete"
"TSDT70",10.5,"Kretsteori"
"TSDT71",9.0,"Kretsteori"
"TSDT74",6.0,"Radiokommunikation"
"TSDT77",6.0,"Digital kommunikation"
"748A04",45.0,"Handledar- och lärarutbildning i psykoterapi"
"TNDE09",10.0,"Modeller och reglering"
"748A03",12.0,"Den interpersonella psykoterapins teori och praktik"
"HKGBB0",15.0,"Artificiell intelligens"
"HKGBB1",7.5,"Datalingvistik"
"92SV37",22.5,"Svenska (31-52.5hp)"
"HKGBB3",7.5,"Gruppsykologi och interpersonell kommunikation"
"92SV31",22.5,"Svenska (31-52.5hp)"
"HKGBB5",15.0,"Tillämpad kognitionsvetenskap"
"748A08",45.0,"Psykoterapi 1"
"HKGBB7",7.5,"Programmering - tillämpningar och datastrukturer"
"921G07",7.5,"The Global Teacher in a Multicultural World"
"921G06",7.5,"Children and Families in a World of Education"
"921G05",7.5,"A World Worth Taking Care of"
"921G04",7.5,"Kunskap och lärande i dagens och det framtida fritidshemmet"
"921G03",15.0,"Barn och ungdomar som utmanar skolan"
"921G02",7.5,"Children´s Rights and Participation"
"921G01",7.5,"Swedish Society"
"921G09",7.5,"Genuspedagogik i förskolan"
"921G08",7.5,"Making a World of Difference"
"TDEI36",7.5,"Verksamhetsanalys och IT-stöd"
"MSMUB1",7.5,"Människans utveckling"
"HMXA02",15.0,"Vetenskapernas teori och metod"
"HMXA03",15.0,"Att studera miljöfrågor som komplexa system"
"VME219",15.0,"Forskningsförberedande kurs. introduktion. C-nivå"
"HMXA01",15.0,"Vad är ett miljöproblem?"
"HMXA06",15.0,"Material- och energiflöden i natur och samhälle"
"HMXA07",15.0,"Förändringar. hållbarhet och tillväxt"
"HMXA04",15.0,"Att hantera miljöfrågor"
"HMXA05",15.0,"Problemuppfattningars och miljöfrågornas hantering"
"VME213",7.5,"Äldre och läkemedel. C-nivå"
"VME212",4.5,"Preparandkurs i cellbiologi. A-nivå"
"HMXA08",15.0,"Skalproblem i tid och rum"
"HMXA09",15.0,"Vetenskapernas teori och metod"
"VME217",7.5,"Grundläggande virologi. A-nivå"
"VME216",15.0,"Smärta - diagnostik. behandling och rehabilitering. C-nivå"
"VME215",7.5,"Samtalsanalys i logopedisk praktik"
"VME214",7.5,"Klinisk nutrition. C-nivå"
"HKVA02",30.0,"Konstvetenskap 1"
"HPSA41",15.0,"Psykologi med inriktning mot personal- och arbetsvetenskap"
"LKCD01",7.5,"Slöjd i didaktisk belysning"
"LKCD02",7.5,"Undervisningsprocesser i slöjd"
"HPPB35",6.0,"Orientering i det medicinskt-biologiska diagnos- och behandlingsperspektivet"
"729A46",16.0,"Kognitionsvetenskapligt projektarbete"
"717G02",30.0,"Konstvetenskap 2. fortsättningskurs"
"TEIK41",6.0,"Teknisk kommunikation på kinesiska II. del 1"
"717G03",30.0,"Konstvetenskap 3. fördjupningskurs"
"NBIA22",3.0,"Introduktion till biologistudier"
"NBIA23",6.0,"Mikrobiologi"
"TNKI50",4.5,"Värmeteknik"
"NBIA24",6.0,"Genetik"
"NBIA25",6.0,"Cellbiologi"
"TEXD15",22.5,"Examensarbete"
"TDDB80",19.5,"Programmering och datorspråk"
"TDDB81",12.0,"Programmering"
"TDDB82",7.5,"Perspektiv på datateknik"
"TDDB83",5.0,"Logik"
"TDDB84",6.0,"Designmönster"
"TDDB85",7.5,"Applied Network Security (doktorandkurs)"
"TDDB86",7.5,"Datalingvistik"
"TDDB87",5.0,"Programmeringsprojekt för Internet/WWW"
"8INA01",7.5,"Omvårdnad i samband med allmän intensivvård"
"8INA02",7.5,"Allmän intensivvård"
"8INA03",15.0,"Omvårdnad i samband med intensivvård under specifika förutsättningar"
"8INA04",7.5,"Farmakologi och patofysiologi i samband med intensivvård"
"8INA05",7.5,"Intensivvård under specifika förutsättningar"
"8INA08",15.0,"Examensarbete. specialistsjuksköterska (magisterexamen)"
"TNE073",7.5,"Ellära och elektromagnetism"
"TNE070",6.0,"Digital konstruktion"
"TNE071",6.0,"Mikrovågsteknik"
"TNE076",7.5,"Design av mobila autonoma robotar"
"TNE077",6.0,"Fotonik"
"TNE074",6.0,"Halvledarteknik"
"TNE075",7.5,"RF-elektronik"
"TNE078",7.5,"Laddningstransport i organiska och oorganiska material"
"TNE079",6.0,"Produktion av organisk elektronik"
"LVFUG2",0.0,"Verksamhetsförlagd utbildning 2. gymnasiet"
"LVFUG1",0.0,"Verksamhetsförlagd utbildning 1. gymnasiet"
"9SH231",15.0,"Internationella relationer (31-45hp)"
"TEIO59",6.0,"Projekt och gruppdynamik"
"TMTR87",6.0,"Designprojekt"
"QPEC01",30.0,"Vuxenpedagogik 3. 41-60 poäng"
"TEIO55",4.5,"Avancerad projektverksamhet"
"TEIO56",4.5,"Ledarskap och industriellt förändringsarbete"
"LÖAA63",15.0,"Datorn i barn- och ungdomspedagogisk verksamhet"
"NKEC03",3.0,"Projektkurs"
"TEIO52",6.0,"Avancerad projektledning"
"TEIO53",4.5,"Projekt och gruppdynamik"
"9PA281",15.0,"Kunskap. lärande och pedagogiska strategier med perspektiv på utbildning och arbetsliv"
"NFXD30",45.0,"Examensarbete"
"TSFS04",6.0,"Elektriska drivsystem"
"TSFS05",6.0,"Fordonssystem"
"TSFS06",6.0,"Diagnos och övervakning"
"TSFS07",7.5,"Projektkurs i systemteknik. CDIO"
"TSFS02",6.0,"Fordonsdynamik med reglering"
"TSFS03",6.0,"Fordonsframdrivningssystem"
"TNM072",9.0,"Objektorienterad programmering. datastrukturer och algoritmer"
"TBME50",3.0,"Medicin och teknik"
"TNM071",4.5,"Programkonstruktion"
"TSFS08",12.0,"Projektkurs i systemteknik (Industriprojekt)"
"TNM077",7.5,"3-D Datorgrafik och animering"
"TNM074",7.5,"Procedurella metoder för ljud"
"TNM075",7.5,"Videoproduktionsteknik"
"BFL121",7.5,"Fysik A för tekniskt/naturvetenskapligt basår"
"BFL120",19.5,"Fysik för tekniskt/naturvetenskapligt basår"
"BFL122",12.0,"Fysik B för tekniskt/naturvetenskapligt basår"
"TMPT59",7.5,"Produktionsteknik. fortsättningskurs"
"LVFUGY",0.0,"Verksamhetsförlagd utbildning. gymnasiet"
"FHI003",30.0,"Historia 2"
"FHI004",30.0,"Historia 3"
"HPEA41",15.0,"Pedagogik med inriktning mot personal-  och arbetsvetenskap"
"THEN20",6.0,"Engelska"
"LSSHC2",15.0,"Välfärdsstatens utveckling (51-60)"
"HSVA03",30.0,"Svenska språket 1"
"HSVA01",30.0,"Nusvenska 1"
"HSVA04",30.0,"Svenska språket 1"
"HSVA05",15.0,"Svenska språket och samhället"
"HKGC21",7.5,"Interaktion människa. teknik. organisation - ett systemperspektiv"
"HKGC20",7.5,"Kognition och handikapp"
"TNTL02",6.0,"Företagets logistik fortsättningskurs"
"TNTL03",8.0,"Logistiknätverk"
"LKDA22",30.0,"Läspedagogik inriktning mot orsaker tilloch behandling av läs- och skrivsvårigheter"
"TSTE81",6.0,"Applikationsspecifika integrerade kretsar"
"TSTE83",7.5,"Analoga kretsar"
"TSTE84",4.0,"Digitala kretsar"
"TSTE85",6.0,"Lågeffektselektronik"
"LKDA24",7.5,"Ungdomsforskning"
"TSTE87",6.0,"Applikationsspecifika integrerade kretsar"
"729G05",6.0,"Kognitionspsykologiska datorlaborationer"
"729G04",6.0,"Programmering och diskret matematik"
"LKDA28",7.5,"Att undervisa för demokrati"
"LKDA29",15.0,"Att undervisa för demokrati och global förståelse"
"729G01",6.0,"Kognitionsvetenskaplig introduktionskurs"
"729G03",6.0,"Forskningsmetodik och statistik"
"729G02",6.0,"Kognitiv psykologi"
"LPSPB1",15.0,"Engelska (21-30)"
"TNIU80",7.5,"Tillämpad digital signalbehandling"
"TNIU81",1.5,"Matlab för ingenjörer"
"759G02",60.0,"Beteendevetenskaplig grundkurs"
"759G03",7.5,"Personal- och kompetensförsörjning. grundnivå"
"759G01",30.0,"Introduction to Studies in Behavioural Sciences"
"759G06",15.0,"Samhälle och arbetsliv. grundnivå"
"759G07",15.0,"Lärande och kompetensutveckling i arbetslivet"
"759G04",15.0,"Studieintegrerad praktik"
"759G05",15.0,"Personal- och arbetsvetenskap 3 - inriktning mot arbete. organisering och hälsa. fortsättningskurs"
"XPEC01",30.0,"Pedagogik 3"
"HSKD01",30.0,"Statsvetenskap 4"
"TTIT19",6.0,"Tema 4. Ingenjören i samhället"
"9TM331",15.0,"Slöjd och slöjddidaktik - trä och metall (31-45hp)"
"9FR231",15.0,"Franska (31-45hp)"
"8LOUT1",19.5,"Utbytesstudier på Logopedprogrammet vid Hälsouniversitetet"
"LLSPA1",15.0,"Specialpedagogisk grundkurs"
"LLSPA2",15.0,"Specialpedagogisk verksamhet"
"971G08",7.5,"Fritidspedagogik 3. Barn. hållbar utveckling och utomhuspedagogik"
"971G09",7.5,"Fritidspedagogik 3. verksamhetsförlagd utbildning"
"971G06",15.0,"Fritidspedagogik 2. Barn. gruppen. grupprocesser och lärande"
"971G07",7.5,"Fritidspedagogik. Verksamhetsförlagd utbildning"
"971G04",7.5,"Fritidspedagogik 1. Introduktion till fritidspedagogik och lärande"
"971G05",7.5,"Utbildningsvetenskaplig kärna 4. Sociala relationer - lärares ledarskap och redskap. 7.5hp"
"971G02",10.0,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande"
"971G03",7.5,"Utbildningsvetenskaplig kärna 3. Utbildningshistoria. fritidshemmets och skolans samhälleliga roll och värdegrund"
"TTIT17",4.5,"Tema 2. Modeller av mekaniska system"
"LSISA2",30.0,"Specialisering med internationell profil Kultur och lärande i Tyskland med integrerad utlandspraktik (1-20)"
"TAMS33",6.0,"Planering och statistisk analys av experimentella försök"
"LSISA1",15.0,"Specialisering med internationell profil Kultur och lärande i Europa (1-10)"
"TAMS36",4.0,"Sannolikhetslära"
"TAMS34",6.0,"Matematisk statistik"
"TAMS35",5.0,"Matematisk statistik"
"942A08",15.0,"Utbildningsledarskap"
"942A09",15.0,"Undervisning och lärande"
"TEII16",6.0,"Teknisk kommunikation på japanska I"
"TEII17",8.0,"Teknisk kommunikation på japanska II"
"942A02",15.0,"Uppsatsarbete I"
"942A03",15.0,"Uppsatsarbete II"
"TEII18",6.0,"Teknisk kommunikation på japanska III"
"942A01",15.0,"Forskning och utvecklingsarbete i skolan"
"TMYT71",10.5,"Logistik och produktionsplanering"
"TMYT70",3.0,"Informations- och presentationsteknik"
"TMYT73",6.0,"Industriell ergonomi för produktionssystem"
"TMYT72",10.5,"Projekt"
"HASCD8",30.0,"Thesis"
"HASCD1",7.5,"States. Institutions and Welfare Models"
"HASCD3",7.5,"Gender. Body and Sexuality"
"HASCD2",7.5,"Language. Play and Art"
"HASCD5",7.5,"Review Paper"
"HASCD4",7.5,"Risk. Abuse/Violence and Difficult Circumstances"
"HASCD7",30.0,"Thesis"
"HASCD6",7.5,"Fieldwork"
"HPSD41",15.0,"D-uppsats i psykologi"
"HSARA3",7.5,"Allmän och särskild förvaltningsrätt"
"HSARA2",7.5,"Familjerätt med sociallagstiftning"
"HSARA1",7.5,"Juridisk introduktion"
"TSRT04",2.0,"Introduktionskurs i Matlab"
"TSRT03",6.0,"Reglerteknik"
"TSRT01",1.5,"Introduktionskurs i Matlab"
"HSARA4",7.5,"Socialrätt med inriktning mot särskilt stöd"
"TGIU25",6.0,"Ledarskap för ingenjörer"
"8SGG70",7.5,"Undersökning och behandling av yrsel och balansrubbningar. grundnivå"
"8SGG71",7.5,"Sjukgymnastik med inriktning mot barn- och vuxenneurologi. grundnivå"
"754G49",15.0,"Ledarskap - Konsten att leda"
"754G48",15.0,"International Course in Drama Communication B"
"HIIA17",7.5,"Objektorientering med Java"
"754G41",15.0,"Experimentellt arbete i eget valt material inom textil"
"754G40",15.0,"Uttryck - material och teknik"
"HIIA19",7.5,"Databasdesign"
"754G45",30.0,"Fördjupning och  profilering i eget valt material"
"754G47",15.0,"Konsten att leda"
"754G46",30.0,"Produkt- och uppsatsarbete med vetenskaplig metod"
"TMMI41",8.0,"Termodynamik"
"TMMI40",12.0,"Konstruktionsteknik"
"TMMI43",12.0,"Projektkurs - energiteknik"
"TMMI42",7.5,"Finita elementmetoden. FEM"
"LSAA07",15.0,"Läraren och kunskapsinhämtandet"
"TMMI44",6.0,"Termodynamik"
"LSAA05",15.0,"Trä- och metallslöjd i grundskolan 1"
"LSAA04",0.0,"Studiegångsspecifik sem.serie för miljöstråken"
"TMMI49",7.5,"CAD och ritteknik. fortsättningskurs"
"LSAA09",7.5,"Slöjd. hantverk och formgivning 2. experimentell formgivning"
"LSAA08",22.5,"Slöjd. hantverk och formgivning 1"
"719A60",15.0,"Kristen trosåskådning"
"719A61",15.0,"Kristen trosåskådning. avancerad kurs"
"719A67",15.0,"Kristen trosåskådning. uppsats"
"719A69",30.0,"Kristen trosåskådning. fortsättningskurs"
"972G09",3.0,"Samhällsorienterade ämnen. verksamhetsförlagd utbildning"
"972G08",4.5,"Svenska. verksamhetsförlagd utbildning"
"TKXD20",30.0,"Examensarbete"
"972G03",7.5,"Utbildningsvetenskaplig kärna 3. Kunskapsbedömning"
"LPSAD2",15.0,"Det internationella samhällets utveckling"
"972G01",5.0,"Utbildningsvetenskaplig kärna 1. Allmändidaktik"
"972G07",25.5,"Svenska"
"972G06",13.5,"Samhällsorienterade ämnen 2. 13.5hp"
"972G05",13.5,"Samhällsorienterade ämnen 1 . 13.5hp"
"972G04",7.5,"Utbildningsvetenskaplig kärna 4. Utbildningshistoria. skolans samhälleliga roll och värdegrund"
"TAOP86",8.0,"Kombinatorisk optimering med miljötillämpningar"
"8UG010",7.5,"Att handleda studenter i hälso- och sjukvårdsarbete"
"8UG013",7.5,"Människans aktivitetsförmåga intervention och utvärdering"
"TAOP88",6.0,"Optimering för ingenjörer"
"TDTS80",4.0,"Datorstödd elektronikkonstruktion"
"722G04",30.0,"Företagsekonomi 3 mot marknadsföring. fördjupningskurs"
"722G07",30.0,"Företagsekonomi 1. grundkurs"
"722G01",30.0,"Företagsekonomi 1. grundkurs"
"722G02",30.0,"Företagsekonomi 2. fortsättningskurs"
"722G03",30.0,"Företagsekonomi 3 mot redovisning. fördjupningskurs"
"ÖMBDP1",30.0,"Examensarbete - Naturvetenskaplig inriktning. D-nivå"
"790G62",15.0,"Religionsvetenskap - Kristendomens historia. fördjupningskurs"
"790G60",15.0,"Religionsvetenskap - Kristendomens historia. fortsättningskurs"
"HSAAC2",7.5,"Fördjupad forskningsmetodik"
"HSAAC3",15.0,"Uppsats i socialt arbete"
"HSAAC1",7.5,"Metod. utvärdering och kvalitet i socialt arbete"
"HTYAA4",15.0,"Tysk kommunikation för affärsjurister II"
"HTYAA3",15.0,"Tysk kommunikation för affärsjurister I"
"HTYAA2",15.0,"Tyska som fackspråk II. med affärsjuridisk inriktning"
"HTYAA1",15.0,"Tyska som fackspråk I. med affärsjuridisk inriktning"
"TBMT04",7.5,"Medicinsk teknik projektkurs. CDIO"
"9MG351",15.0,"Matematik för grundskolan. Matematik (1-15hp)"
"TBMT03",7.5,"Biomekanik"
"TPPE19",6.0,"Analys och utveckling av produktionsverksamhet"
"TSEI35",5.0,"Digitala kretsar. projektkurs"
"TSEI30",4.5,"Analoga och tidsdiskreta integrerade kretsar"
"TPPE10",11.0,"Kostnads-/Intäktsanalys"
"TPPE12",7.5,"Produktionssimulering"
"TPPE13",6.0,"Produktionsekonomi"
"TPPE15",12.0,"Produktionsledning - projektkurs"
"TPPE16",6.0,"Produktionsstrategier"
"TPPE17",6.0,"Corporate Finance"
"9MU221",15.0,"Ledarrollen. kommunikation och färdighetsträning (16-30hp)"
"HSOK11",15.0,"Master Thesis - Swedish"
"TNK077",4.5,"Deterministic Modelling and Simulation"
"HSOK12",15.0,"Master Thesis - General Linguistics"
"9TXA41",15.0,"Examensarbete inom textilslöjd. forskningsproduktion (76-90hp)"
"TSEI07",6.0,"Digitala filter"
"TDDC47",6.0,"Realtids- och processprogrammering"
"TDDC40",4.5,"Communications"
"TSEI06",8.0,"Kretsteori"
"LPEAC1",15.0,"Examensarbete med inriktning mot pedagogiskt arbete"
"975G03",7.5,"Utbildningsvetenskaplig kärna 3. Bedömning och betygsättning"
"975G01",5.0,"Utbildningsvetenskaplig kärna 1. Allmändidaktik"
"975G06",10.0,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande i en globaliserad tid"
"975G07",8.5,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande"
"743A09",7.5,"Technology and Social Change/Global Change"
"743A08",7.5,"The History of Science and Technology"
"743A07",15.0,"Technopolitics"
"743A05",7.5,"STS Today"
"743A03",4.5,"Academic Writing and Research"
"743A02",7.5,"Methods for the Thesis"
"8ATG31",15.0,"Arbetsterapeutens yrkesutövning; intervention. utvärdering"
"8ATG30",15.0,"Människans aktivitetsförmåga - intervention. utvärdering"
"9SV241",15.0,"Svenskämnet i teori och praktik (46-60hp)"
"920G15",7.5,"Svenska och drama som pedagogiska verktyg"
"920G12",7.5,"Bilder i tid och rum - konstbild. mediebild och skönlitteratur"
"920G11",7.5,"Bildspråk och lärande - mediearbete i skolan"
"920G10",7.5,"Bilddidaktik"
"720G04",7.5,"Vetenskapsfilosofi"
"720G02",30.0,"Teoretisk filosofi 2. fortsättningskurs"
"720G03",30.0,"Teoretisk filosofi. fördjupningskurs"
"720G01",30.0,"Teoretisk filosofi. grundkurs"
"HBEB41",15.0,"Forskningsmetodik"
"HBEB43",15.0,"Organisation och arbete"
"HBEB42",7.5,"Projektarbete"
"HBEB47",15.0,"Organisation. personal- och verksamhetsutveckling"
"HBEB46",7.5,"Ledning och ledningsutveckling"
"LXCA31",60.0,"Kompletteringsutbildning för lokal behörighet i trä- och metallslöjd"
"LXCA30",7.5,"Kulturmiljöer och upplevelsebaserat lärande"
"TXPR02",6.0,"Marketing Management"
"LXCA34",7.5,"Utomhuspedagogik med inriktning mot teknik och naturvetenskap i ett hållbart samhälle"
"8FA115",15.0,"Examensarbete - magister/Omvårdnadsvetenskap"
"9TMA11",15.0,"Trä- och metalslöjd (61-75 hp)"
"HENB04",30.0,"Engelska 2"
"TMER25",6.0,"Människa - Teknik - Organisation"
"TMER26",6.0,"Organisation. förändringsarbete och arbetsmiljölagstiftning"
"TMER27",6.0,"Forskningsmetodik och undersökningsmetoder"
"TMER28",6.0,"Kognitiv ergonomi"
"TMER29",6.0,"Belastningsergonomi"
"TFFM12",2.0,"Fysikaliska utblickar"
"TXPR05",6.0,"Managing Information System"
"735G66",7.5,"Professionsorientering"
"732G90",15.0,"Statistik I. grundkurs"
"735G65",7.5,"Arbete. arbetsmiljö och hälsa"
"735G62",7.5,"Psykologens roll i samhället"
"HENB01",30.0,"Engelska 2"
"735G60",7.5,"Förändringsprocesser i organisatoriska sammanhang"
"735G61",7.5,"Arbete. hälsa och arbetsmiljöutveckling."
"XPEA07",7.5,"Pedagogiskt ledarskap och förändringar i organisationer 5p"
"TXPR08",6.0,"Strategic Quality Management"
"TXPR09",6.0,"Business Strategy and Strategic Planning"
"TFYY91",4.5,"Molekylfysik"
"LXAA47",30.0,"Organisation och ledarskap i socialt arbete med barn o ungdom"
"HFÖC30",3.0,"Tillämpat ledarskap"
"HFÖC31",3.0,"Tillämpat ledarskap"
"TDDC18",4.5,"Komponentbaserad programvara"
"HFRB81",15.0,"Franska med ekonomisk inriktning 3"
"TETS27",6.0,"Supply Chain Logistics"
"TFYY97",4.5,"Mekanik"
"L9A105",7.5,"Att vara grundskollärare år 4-9"
"L9A104",30.0,"Påbyggnadskurs i Svenska som andraspråk"
"TFYY96",7.5,"Analytisk mekanik"
"L9A101",22.5,"Svenska. 15 poäng"
"L9A100",30.0,"Religionskunskap 1G"
"L9A103",30.0,"Påbyggnadsutbildning i Svenska"
"TKMJ07",7.5,"Livcykelanalys och ecodesign"
"TDDC13",7.5,"Användbarhetsorienterad systemutveckling"
"LKCA16",7.5,"Formgivning I"
"LGR125",9.0,"Matematik 1"
"LKCA10",7.5,"Skapande arbete med ull"
"HSUSX1",30.0,"Andraspråksundervisning i praktiken"
"9TK221",15.0,"Teknikens ändamål och metoder (16-30hp)"
"HNSA04",7.5,"Social ordning i vardagsliv och institutioner"
"HNSA05",6.0,"Normalitet och samhälle"
"HNSA07",7.5,"Det lokala och det globala"
"HNSA01",3.0,"Introduktion"
"HNSA02",7.5,"Sociala och kulturella värden i förändring"
"HNSA03",12.0,"Sociala och kulturella värden i samtiden"
"TSBB35",5.0,"Multidimensionell signalanalys"
"LLPB69",15.0,"Religionskunskap"
"HNSA08",7.5,"Textvandring"
"HNSA09",7.5,"Fälterfarenheter"
"TDDA03",3.0,"Databaser"
"TKMJ09",4.5,"Tekniska system och miljön"
"715G08",60.0,"Tyska för yrkeslivet. grundkurs"
"LLPC30",15.0,"Psykologi 3B för lärarstuderande"
"LLPC31",15.0,"Religionsvetenskap C1"
"LLPC32",15.0,"Religionsvetenskap C2"
"LLPC33",15.0,"Välfärdsbegrepp i samhällsvetenskapen"
"LLPC34",15.0,"Välfärdstatens utveckling"
