"course_id","hp","descr"
"ÖRELBB",30.0,"Läkemedel i biologiska system vid ohälsa"
"TDDA32",5.0,"Konstruktion och analys av algoritmer"
"HSAAD2",30.0,"Funktionshinder och handikapp"
"HSAAD1",30.0,"Barn och familj"
"TDDA37",5.0,"Kompilatorkonstruktion"
"HSAAD5",15.0,"Magisteruppsats i socialt arbete"
"HSAAD4",15.0,"Socialt arbete som kunskapsområde. teori och metod"
"742A12",7.5,"Introduction to Research Methods in Ethnic and Migration Studies"
"TQDT33",30.0,"Examensarbete"
"TQDT30",30.0,"Examensarbete"
"9EN241",15.0,"Verksamhetsförlagd utbildning och kultur (46-60hp)"
"TNK034",6.0,"Kommunikationssystemets omvärld"
"TNK035",6.0,"Informationssystem inom transporter och logistik"
"TNK036",6.0,"Satellitkommunikation"
"TNK037",6.0,"Tillämpad datakommunikation"
"TSEI47",4.5,"Kretsteori"
"TSEI45",4.5,"Digitala kretsar"
"TNK033",4.5,"Människa-system-interaktion"
"LAFOC1",15.0,"Forskningsmetodik och vetenskapsteori"
"TNK038",6.0,"Transporttelematik och avancerade planeringssystem"
"TNK039",12.0,"Projektkurs"
"LIHIA1",15.0,"Historia (1-10)"
"763A10",15.0,"Specialisation Course - General Linguistics"
"LIHIA2",15.0,"Historia (11-20)"
"763A16",15.0,"Master's Thesis-  English"
"763A18",15.0,"Master's Thesis -  General Linguistics"
"VME075",7.5,"Vår strålningsmiljö"
"9SA321",15.0,"Andraspråksinlärning i psykologiskt och sociokulturellt perspektiv (16-30 hp)"
"TQME30",30.0,"Examensarbete"
"TFTB25",15.0,"Bioprocessteknik"
"TFTB26",7.5,"Projekt bioinformatik"
"TFTB27",4.5,"Projekt bioinformatik. mindre"
"TFTB20",7.5,"Ytvetenskap"
"TFTB21",7.5,"Bioinformatik"
"TFTB22",7.5,"Tillämpad genteknik"
"TFTB23",7.5,"Bioinformatik - översikt och praktiska tillämpningar"
"HKCA56",15.0,"Skapande arbetets metoder"
"HKCA55",7.5,"Formgivning II"
"HKCA52",7.5,"Föremålsvård - textil och papper"
"HKCA53",30.0,"Natur- och kulturvägledning med inriktning mot utomhuspedagogik 1"
"TNMU14",6.0,"Musikakustik"
"LGR545",30.0,"Engelska 1G"
"THTY09",3.0,"Tyska III"
"THTY08",8.0,"Tyska II"
"THTY07",7.0,"Tyska I"
"TEIM25",7.0,"Industriella marknadsstrategier"
"THTY04",4.5,"Tyska"
"TEIM23",4.5,"Industriell marknadsanalys"
"THTY02",6.0,"Teknisk tyska"
"THTY01",6.0,"Teknisk tyska M"
"TDDA14",7.5,"AI-programmering"
"719G14",15.0,"Religionsvetenskap B - Tros- och livsåskådningsvetenskap"
"HETD08",7.5,"Globalisation and Global Justice"
"NBIC43",6.0,"Introduktion till molekylärgenetik"
"NBIC40",15.0,"Etologi och djurskydd"
"NBIC41",15.0,"Problembaserad human- och djurfysiologi"
"TDDA11",4.5,"Ada och programspråk"
"LPNI12",15.0,"Pedagogisk förnyelse och IKT-strategier"
"LPNI10",15.0,"Tala. skriva och kommunicera"
"LPNI11",15.0,"Film. video och estetiska uttrycksformer"
"LPNI14",15.0,"Pedagogisk förnyelse och IKT-strategier"
"TDDA13",5.0,"Artificiell intelligens"
"8FA180",7.5,"Diabetes och diabetesvård I"
"9TMA41",15.0,"Examensarbete inom trä- och metallslöjd. forskningsproduktion (76-90 hp)"
"LPESX2",15.0,"Slöjd 1"
"9NV331",15.0,"Biologi (31-45hp)"
"LPESX1",15.0,"Estetiskt lärande"
"HFRA82",15.0,"Franska med ekonomisk inriktning 2"
"HFÖC81",7.5,"Organisationsteori II"
"HFÖC82",7.5,"Finansiering"
"HFÖC85",15.0,"Uppsats"
"HFÖC87",15.0,"Utlandspraktik"
"HFÖC86",15.0,"Praktik"
"TPYT02",6.0,"Produktionsekonomi och kvalitet"
"LKBA09",15.0,"Dramakommunikation 1"
"TANA79",6.0,"Numeriska beräkningar"
"TANA77",6.0,"Programmering av parallelldatorer. tekniska beräkningar"
"ETE330",7.5,"Hästens sinnen och beteende"
"TANA70",1.5,"Fortran"
"TSBB09",6.0,"Bildsensorer"
"HBUXC1",15.0,"Examensarbete i omvårdnad med inr barnsjukvård"
"HBEC41",7.5,"Fördjupad forskningsmetodik"
"LKCA63",7.5,"Mask - myt - rörelse genom dramakommunikation"
"LKCA62",15.0,"Cross over Myths. fördjupningskurs i dramakommunikation"
"LKCA61",7.5,"Friluftsliv. orientering och friidrott"
"LKCA60",7.5,"Barns bildspråkliga utveckling"
"LKCA66",7.5,"Utomhuspedagogik med inriktning mot hälsa. kost. fysisk aktivitet. rörelse och lärande"
"LKCA65",7.5,"Forntida hantverksteknik och upplevelsebaserat lärande"
"761G08",1.5,"Studieteknik och ämnesorientering - T2"
"LLPA61",15.0,"Grundläggande färdigheter - färdigheters grundläggande (11-20)"
"LLPA60",15.0,"Grundläggande färdigheter- färdigheters grundläggande (1-10)"
"LLPA64",30.0,"Utomhuspedagogik - uterummet som lärandemiljö"
"LLPA67",15.0,"Datavetenskap 2"
"LLPA66",15.0,"Datavetenskap 1"
"740G44",7.5,"Nya Sociala rörelser"
"740G45",10.0,"Sociala och kulturella värden i förändring - grundnivå"
"740G46",5.0,"Arbetsliv och organisation i teori och praktik - grundnivå"
"740G47",10.5,"Fältarbete. livsvillkor och identitet - fortsättningskurs"
"740G40",15.0,"Fieldwork"
"740G41",10.0,"Social ordning i vardagslivet och institutioner - grundnivå"
"740G42",8.0,"Introduktion till samhälls och kulturanalys - grundnivå"
"740G43",7.5,"Politiska visioner"
"735G13",7.5,"Social kognition II Tänkande och beteende i sociala och fysiska miljöer. fördjupningskurs"
"735G12",7.5,"Social kognition I Hur vi tänker om oss själva och sociala varelser. fortsättningskurs"
"ÖSB502",7.5,"Kvinnligt och manligt i organisationer"
"735G10",7.5,"Biologisk psykologi I. Neuropsykologi - fortsättningskurs"
"735G17",15.0,"Samtalsmetodik med klienter. avancerad nivå"
"735G16",7.5,"Studieintegrerad praktik"
"735G15",18.0,"Grundläggande diagnostik. samt teori och metod avseende psykologisk behandling av barn. ungdomar och vuxna"
"735G14",15.0,"Gruppsykologi. fortsättningskurs"
"735G19",7.5,"Kognitionspsykologiska tillämpningar 1"
"735G18",7.5,"Kognitionspsykologiska grunder"
"TNBI78",9.0,"Byggnads- och samhällsplanering"
"LYAC11",30.0,"Franska 3"
"TNBI76",9.0,"Visualiseringsprojekt"
"TNBI74",4.5,"Juridik för byggare"
"TNBI75",4.5,"Juridik"
"TNBI72",7.5,"Tillämpad byggteknik"
"LYAC12",30.0,"Fysik 3"
"TNBI70",6.0,"Geodesi"
"TNBI71",6.0,"Geoteknik"
"8FHA09",7.5,"Implementeringskunskap. avancerad nivå"
"8FHA08",3.0,"Förbättringskunskap I. avancerad nivå"
"HPPC41",7.5,"Flyktingskap och extrem traumatisering"
"HPPC40",6.0,"Praktik"
"8FHA03",7.5,"Hälsoinformatik. avancerad nivå"
"HPPC42",12.0,"Extern praktik"
"HPPC45",9.0,"Utvärdering av verksamheter"
"8FHA04",7.5,"Sjukdomsprevention. avancerad nivå"
"8FHA07",7.5,"Mät- och utvärderingsmetodik. avancerad nivå"
"HPPC46",19.5,"Fördjupning i diagnos och behandling avseende barn. ungdom  och vuxna"
"LIBIB1",15.0,"Biologi (21-30)"
"TATM59",6.0,"Ordinära differentialekvationer"
"TATM58",4.5,"Partiella differentialekvationer och finita element"
"TATM54",4.5,"Talteori"
"TATM57",7.5,"Komplex analys"
"TATM51",5.0,"Transformteori"
"TATM50",5.0,"Funktionsteori"
"TAOP18",6.0,"Optimering av försörjningskedjor"
"9GE361",15.0,"Geografi (16-30hp)"
"TAOP15",4.5,"Optimeringslära. fördjupningskurs"
"TAOP14",6.0,"Optimeringslära. grundkurs"
"TGXD20",30.0,"Tillämpad forensisk projektkurs"
"TAOP17",6.0,"Finansiell optimering"
"ÖUX022",7.5,"Behandling och omvårdnad vid hjärtinsufficiens"
"ÖUX026",30.0,"Barnmisshandel. sexuella övergrepp utb för behandlare"
"ÖUX025",30.0,"Barnmisshandel. sexuella övergrepp utb för socialtjpers"
"9FS321",15.0,"Filosofi (16-30hp)"
"ÖUX028",15.0,"Forsknings- och utvecklingsmetodik"
"HREA11",7.5,"Det kristna språket under svensk medeltid"
"HREA10",7.5,"Den heliga Birgitta. Tvärvetenskapliga aspekter på Birgitta - hennes insats och betydelse"
"HREA13",7.5,"Religion och film"
"HREA12",7.5,"Begravningar och kyrkogårdar. Hur lever vi med de döda?"
"HENA13",7.5,"Modern engelsk litteratur"
"HENA12",30.0,"Engelska 1. deltid"
"HENA11",30.0,"Engelska 1"
"HENA10",15.0,"International Business English"
"HENA17",15.0,"International Business English II"
"HENA16",7.5,"Classics and the Movies"
"HENA15",7.5,"Women's Writing"
"VMX001",30.0,"ENSKILT ARBETE C OCH D-NIVÅ"
"VMX003",15.0,"Enskilt arbete"
"722A22",15.0,"Strategy - Classic and Contemporary Views"
"LSGEA2",15.0,"Geografi (11-20)"
"LSGEA1",15.0,"Geografi (1-10)"
"NMAD06",7.5,"Optimering inom produktion och logistik"
"741A01",30.0,"Socialantropologi 4. avancerad kurs"
"741A03",7.5,"Forskningsteori och undersökningsmetoder i socialantropologi. avancerad nivå"
"971G01",5.0,"Utbildningsvetenskaplig kärna 1. Allmändidaktik"
"741A04",7.5,"I fält på antropologers vis. avancerad nivå"
"HIBC20",7.5,"Programmering II"
"8SNG20",30.0,"Hälsofrämjande omvårdnad vid sviktande funktioner. grundnivå"
"92BI41",15.0,"Biologi (46-60hp)"
"730G78",7.5,"Makroekonomisk teori och politik. fortsättningskurs"
"730G79",7.5,"Samhällsekonomiska lönsamhetskalkyler. fortsättningskurs"
"730G72",7.5,"Mikroekonomi"
"730G73",7.5,"Ekonomisk politik"
"730G70",7.5,"Marknadsekonomins grunder"
"730G71",7.5,"Makroekonomi"
"730G76",7.5,"Ekonometri"
"730G77",7.5,"Matematiska metoder i nationalekonomi. fortsättningskurs"
"730G74",15.0,"Kandidatuppsats i nationalekonomi"
"730G75",7.5,"Marknadsstruktur och företagsstrategi"
"712G01",30.0,"Franska 1. grundkurs"
"TGTU56",2.0,"Introduktion till examensarbete för matematiker och fysiker"
"TAMS32",6.0,"Stokastiska processer"
"LLPB08",15.0,"Franska för lärare 2B"
"LLPB09",15.0,"Geografi 2A"
"8LAG20",90.0,"Hälsa och sjukdom. grundnivå"
"LLPB04",15.0,"Individen i skolan och samhället"
"917G10",7.5,"Utomhuspedagogik med inriktning mot friluftsliv. fysiologi och lärande"
"LLPB06",15.0,"Filosofi 14 för lärare - Vetenskapsfilosofi"
"LLPB07",15.0,"Franska för lärare 2A"
"917G14",7.5,"Utomhuspedagogik elevsäkerhet - ledarskap"
"LLPB02",15.0,"Engelska för lärare (31-40)"
"LPSPA6",15.0,"Engelska (11-20)"
"TFYY46",4.5,"Beräkningsfysik"
"8SKG50",7.5,"Utlandsstudier inom omvårdnad"
"TFYY44",5.0,"Fastransformationer"
"731G17",7.5,"Hästen. människan och samhället"
"731G16",30.0,"Ledning och strategiskt personalarbete 2"
"731G15",7.5,"Sociology"
"731G14",30.0,"Ledning och strategiskt personalarbete 1"
"731G13",7.5,"Individ och grupp i arbetslivet"
"731G12",15.0,"Utanförskap och social (o)ordning"
"ÖSBAT5",30.0,"Termin 5. socialpedagogiskt behandlingsarbete"
"731G10",7.5,"Perspektiv på verksamheters organisering"
"9PAA71",15.0,"AUO Pedagogiskt arbete. Läraren och lärarens arbete"
"756G04",30.0,"Strategiskt personalarbete 4. fortsättningskurs"
"731G18",30.0,"Ledning och strategiskt personalarbete 3"
"TAIU01",4.0,"Flervariabelanalys"
"TAIU05",6.0,"Linjär algebra"
"TAIU04",4.0,"Transformmetoder"
"TAIU06",6.0,"Matematisk statistik"
"942A06",15.0,"Undervisning och lärande"
"942A07",15.0,"Forskning och utvecklingsarbete i utbildning och skola"
"8SKG60",15.0,"Examensarbete i omvårdnad"
"8SKG65",15.0,"Den svårt sjuka människan. komplexa situationer*)"
"942A04",30.0,"Uppsatsarbete III"
"8SKG66",7.5,"Sjuksköterskan - ledarskap och organisation"
"942A05",15.0,"Bedöma. värdera och mäta elevers kunskap och lärande"
"8MMA22",15.0,"Examensarbete - magisterexamen/folkhälsovetenskap"
"8MMA21",7.5,"Socialt kapital och hälsa"
"8MMA20",7.5,"Sjukdomsprevention"
"8MMA26",7.5,"Vetenskaplig forskningsmetodik I"
"8MMA25",7.5,"Förbättringskunskap"
"8MMA24",7.5,"Litteraturfördjupning"
"8MMA28",30.0,"Examensarbete master/Folkhälsovetenskap"
"TEIM40",4.5,"Industriella marknadsstrategier"
"NBID37",6.0,"Functional Genomics"
"NMAB09",4.5,"Matematikens historia"
"TGTN63",6.0,"Musik i interaktiva media"
"TGTN62",6.0,"Retorik"
"NMAB04",7.5,"Numeriska metoder I"
"NMAB06",15.0,"Matematisk statistik. grundkurs"
"LKTA08",7.5,"Läs- och skrivsvårigheter"
"9SPA31",15.0,"Specialisering Spanska. Examensarbete inom spanska. forskningsproduktion (76-90 hp)"
"747G39",7.5,"Socialrätt med inriktning mot särskilt stöd"
"ÖRENAT",7.5,"Naturläkemedel"
"MSVOA1",7.5,"Välfärdens villkor och organisering"
"TSEA55",7.0,"Datorgrafik"
"LKTA09",7.5,"Pedagogisk/didaktisk fördjupning"
"TSEA50",5.0,"Bildanalys"
"TSEA51",4.0,"Digitalteknik"
"TFMÄ32",4.5,"Mätteknik"
"TMES30",6.0,"Byggnaders energisystem"
"HSNC03",7.5,"Vetenskaps- och samhällsfilosofi"
"HSNC04",7.5,"Individuell litteraturkurs"
"TMTR34",24.0,"Designprojekt"
"TMTR35",6.0,"Hantverkstekniker"
"721A01",7.5,"Ethical Theory and Moral Practice"
"722A27",10.0,"Management Control Systems"
"TNIU19",6.0,"Matematisk grundkurs"
"TMTR31",7.5,"Material och tillverkningsteknik"
"TMTR32",7.5,"Möbeldesign och träteknisk produktutveckling"
"ÖMBCEL",46.5,"Cellens struktur och funktion/Från gen till funktion. A-nivå"
"9MAT21",15.0,"VFU och matematikens didaktik"
"TNIU14",6.0,"Datornät"
"TNIU17",4.0,"Flervariabelanalys"
"TNIU16",6.0,"Signalbehandling"
"TNIU11",6.0,"Databaser"
"TMTR39",9.0,"Ljuddesign II"
"TNIU13",6.0,"Datorgrafik"
"TNIU12",6.0,"Datorteknik"
"8FG022",7.5,"Mötet med personer med demenssjukdomar. grundnivå"
"8FG021",7.5,"Sjukgymnastik med inriktning mot barn- och vuxenneurologi. grundnivå"
"8FG020",7.5,"Integrativ smärta. grundnivå"
"8FG027",7.5,"Entreprenörskap"
"8FG026",15.0,"Examensarbete i arbetsterapi"
"8FG025",4.5,"Preparandkurs i cellbiologi. grundnivå"
"8FG024",15.0,"Examensarbete i sjukgymnastik. grundnivå"
"TMKT68",16.0,"Integrerad produktutveckling - projektkurs"
"TATA65",6.0,"Diskret matematik"
"TATA66",6.0,"Fourier- och waveletanalys"
"TATA67",6.0,"Linjär algebra med geometri"
"TATA60",8.0,"Komplex analys"
"TATA61",6.0,"Flervariabel- och vektoranalys"
"TATA62",12.0,"Projektkurs i tillämpad matematik. CDIO"
"TATA63",4.0,"Matematisk fördjupning"
"THSP15",8.0,"Spanska Ii II"
"THSP16",6.0,"Teknisk kommunikation på spanska I"
"THSP17",8.0,"Teknisk kommunikation på spanska II"
"THSP10",7.0,"Spanska Ii. I"
"THSP11",6.0,"Spanska I"
"TEIE20",4.5,"Ekonomisk analys"
"TNG001",12.0,"Envariabelanalys"
"THSP18",6.0,"Teknisk kommunikation på spanska III"
"NM1002",7.5,"Fourieranalys. fördjupningskurs"
"NM1003",7.5,"Potentialteori"
"NM1000",7.5,"Spektralteori"
"NM1001",7.5,"Funktionalanalys II"
"NM1005",7.5,"Gröbnerbaser"
"FFY014",30.0,"Fysik 2"
"LLPC59",15.0,"Tvärvetenskapliga studier i projektform"
"TSTE17",12.0,"Systemkonstruktion CDIO"
"LGR037",7.5,"Fysik astronomi och geofysik"
"TSTE15",7.5,"Analoga kretsar"
"9SPR21",15.0,"VFU och språkämnenas didaktik"
"LGR032",13.5,"Matematik"
"LGR033",30.0,"Matematik 1 G"
"TSTE19",6.0,"Effektelektronik"
"TSTE18",6.0,"Digital aritmetik"
"TRTE12",8.0,"Konstvetenskap och visuell kultur"
"TRTE13",6.0,"Visuell teori"
"TRTE10",6.0,"Etik och omdöme"
"TRTE11",6.0,"Medierad kommunikation"
"910A01",30.0,"Svenska som andraspråk 4. avancerad kurs"
"TSRT09",6.0,"Reglerteori"
"TRTE14",7.5,"Biogasprocessen"
"9TK331",15.0,"Teknikens komponenter och system (31-45hp)"
"VFO012",30.0,"Examensarbete. ind.kurs"
"VFO013",30.0,"Enskilt arbete"
"ÖSOMOA",15.0,"Organisationsteori och arbetsrätt"
"HMVEB6",7.5,"Medier kommunikation och offentlighet"
"HMVEB7",15.0,"Uppsats och metod"
"HMVEB4",10.5,"Uppsats och metod"
"HMVEB5",7.5,"Medier. kommunikation och kultur"
"HMVEB2",7.5,"Medier. kommunikation och samtidskultur"
"HMVEB3",7.5,"Medier. kommunikation och offentlighet"
"TXIE02",10.5,"Management and Technology"
"HMVEB1",7.5,"Nya medier och informationsteknologi"
"8UA011",7.5,"Diabetes och diabetesvård I"
"TFKI35",7.5,"Organisk kemi"
"TFKI36",6.0,"Organisk kemi"
"HIBB20",7.5,"Javaprogrammering"
"975GV7",1.5,"Utbildningsvetenskaplig kärna verksamhetsförlagd utbildning"
"LXDA54",7.5,"Specialpedagogik för hemspråkslärare"
"754G42",15.0,"Individuellt gestaltningsarbete"
"HENC06",30.0,"Engelska 3"
"HENC04",30.0,"Engelska 3. språkvetenskaplig inriktning"
"HGGB01",30.0,"Geografi 2"
"LOG302",22.5,"Avvikande tal. språk och sväljning hos barn med funktionshinder. A-nivå"
"LOG301",7.5,"Avvikande pragmatik. läs- och skrivförmåga samt språkstörning vid flerspråkighet. A-nivå"
"HENC01",30.0,"Engelska 3. språkvetenskaplig inriktning"
"9BIA21",15.0,"Specialisering Biologi. Etologi (61-75 hp)"
"9SG310",15.0,"Samhälle och kultur VIII - Gräv där du står"
"TBMT40",4.0,"Medicinska givare"
"HLVC03",30.0,"Litteraturvetenskap 3"
"LSAA03",0.0,"Studiegångsspec seminarieserie s stör f internationaliseringsstråket"
"ÖFK100",37.5,"Specialistutbildning Omvårdn inriktning mot folkhälsa och folkhälsoarbete (C-D)"
"ÖFK101",37.5,"Specialistutbildning Omvårdnad inriktning barn- o skolhälsovård C-nivå"
"HKUD02",30.0,"Geografi 4. kulturgeografisk inriktning"
"HKUD03",30.0,"Geografi 4 med kulturgeografisk inriktning"
"HLVC04",30.0,"Litteraturvetenskap 3"
"TDEI52",4.5,"Modellering och simulering"
"ÖFK108",52.5,"Specutb inr psykiatrisk vård (B-C nivå)"
"ÖFK109",52.5,"Specialistutbildning omvårdnad inriktning folkhälsa och  folkhälsoarbete (B-D)"
"TDEI55",4.5,"Strategisk IT-användning"
"HINC21",7.5,"Dynamics of International Management"
"ETE314",7.0,"Praktisk etologi för lärare"
"TMMI45",4.5,"CAD och ritteknik"
"LSAA06",7.5,"Trä- och metallslöjd i grundskolan 2"
"725G63",6.0,"Programmering i Java. datastrukturer och algoritmer"
"LINVA6",15.0,"Kemi (11-20)"
"HBASM1",30.0,"Matematisk bastermin"
"ÖMBHEL",13.5,"Hälsa. etik och lärande. A-nivå"
"767A15",30.0,"Masteruppsats"
"722G99",7.5,"Classics of Organisation Theory. Advanced Course"
"722G98",7.5,"Ekonomiska analyser"
"LINVA2",15.0,"Naturvetenskap i vår omgivning (11-20)"
"722G93",7.0,"Marknadsföring"
"ÖSASP2",7.5,"Ekonomistyrning i social omsorg"
"ÖSASP1",7.5,"Praktiska studier i social omsorg"
"VMST10",91.5,"Cell. människa och samhälle"
"722G96",7.0,"Strategi och styrning"
"722G95",7.0,"Externredovisning B"
"722G94",7.0,"Företagsekonomisk metod"
"714G38",7.5,"Svenska för utländska studenter. nivå A2"
"9TMA21",15.0,"Trä- och metallslöjd (76-90 hp)"
"714G34",30.0,"Nybörjarkurs i svenska för masterstudenter"
"714G36",2.0,"Presentations- och argumenationsteknik"
"714G37",7.5,"Svenska för utländska studenter. nivå A1"
"714G30",7.5,"Forn-ORD 5. Språk och landskap. förhistorisk tid 2"
"714G31",7.5,"Forn-ORD 4. Språk och landskap. förhistorisk tid"
"LHI524",30.0,"Historia 3"
"714G33",7.5,"Forn-ORD 6. Språk och landskap. vikingatid-medeltid"
"TNMU11",6.0,"Musikarrangering"
"TNMU10",10.5,"Musikproduktion 4"
"TNMU13",12.0,"Musikproduktion 1 - Ljudteknik och moderna musikverktyg"
"TNMU12",9.0,"Musikproduktion i ett internationellt perspektiv"
"TNMU15",12.0,"Musikproduktion 3 - arr och sound"
"TQDT11",16.0,"Examensarbete"
"TNMU17",12.0,"Musikproduktion 4 - ljud och musik i visuella applikationer"
"TNMU16",12.0,"Musikproduktion 2 - studio - och instrumentkunskap"
"719G15",15.0,"Religionsvetenskap - Religionshistoria. fördjupningskurs"
"TNMU18",4.0,"Inspelningsteknik för orkester"
"TDDA16",4.0,"AI-Kunskapsrepresentation"
"719G11",15.0,"Religionsvetenskap - Religionshistoria. fortsättningskurs"
"719G10",15.0,"Religionsvetenskap - Religionshistoria. fortsättningskurs"
"719G12",15.0,"Religionsvetenskap - Religionshistoria. fördjupningskurs"
"TEMM30",4.5,"Corporate Organisation"
"TEMM31",4.5,"Logistik"
"TEMM32",6.0,"Industriell organisation"
"LFAAB1",15.0,"Vuxnas lärande"
"LFAAB2",15.0,"Folkhögskollärarens arbetsuppgifter och yrkesroll"
"TAOP19",6.0,"Kombinatorisk optimering. fortsättningskurs"
"763A39",7.5,"Communication in Professional Contex"
"763A34",7.5,"Stylistics"
"763A35",7.5,"Cultural Encounter - Representation of the Other in Fiction"
"763A36",30.0,"Master´s Thesis - English"
"763A37",30.0,"Master´s Thesis - Language and Culture in Europe"
"763A30",3.0,"The Anthropology of Europe"
"TAOP10",6.0,"Linjär och ickelinjär optimering M"
"TAOP13",5.0,"Kombinatorisk optimering. grundkurs"
"763A33",7.5,"Semantics and Pragmatics"
"HSTD05",15.0,"D-uppsats i statistik"
"HKCA70",7.5,"Uttryck i trä och textil"
"9HI361",15.0,"Historia (16-30hp)"
"TFMT03",6.0,"Sensorteknik"
"TFMT02",4.5,"Mätdatasystem"
"TFMT01",3.0,"Mätteknik Y"
"TFMT06",4.5,"Moderna sensorsystem"
"TMEL53",4.0,"Digitalteknik M"
"TMEL52",4.0,"Digitalteknik M"
"TFMT09",5.0,"Teleteknisk mätteknik"
"TFMT08",6.0,"Mätteknik M"
"TEIM45",9.0,"Industriella marknads- och teknikstrategier"
"HTYAN1",30.0,"Tyska. nybörjarkurs"
"TMXB07",10.5,"Examensprojekt"
"TPIU10",4.5,"Industriell ekonomi"
"975GV8",1.5,"Utbildningsvetenskaplig kärna 2. Verksamhetsförlagd utbildning i en globaliserad tid"
"972G02",10.0,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande"
"92ENV1",5.0,"Verksamhetsförlagd utbildning i engelska"
"92ENV7",5.0,"Verksamhetsförlagd utbildning i engelska (55-60hp)"
"9ES351",30.0,"Estetiska arbetsformer med specialpedagogisk inriktning (1-30hp)"
"LXDA55",7.5,"Genus och genusmedveten undervisning i gymnasieskolan"
"LXDA56",30.0,"Statlig befattningsutbildning för rektorer"
"LXDA57",7.5,"Genuspedagogik i förskolan"
"LXDA50",7.5,"Pedagogiskt arbete med inriktning mot församlingsutveckling"
"LXDA51",7.5,"Distansutbildningspedagogik"
"LXDA52",7.5,"Pedagogiskt ledarskap och lokal utveckling i folkrörelsearbete"
"LXDA53",15.0,"Grava läs- och skrivsvårigheter"
